,RECIPE,RECIPE_LINK
303,BARFI MODAK,https://food.ndtv.com/recipe-barfi-modak-952568
304,BADAM KA KAHWA,https://food.ndtv.com/recipe-badam-ka-kahwa-952561
305,KEEMA KALEJI,https://food.ndtv.com/recipe-keema-kaleji-952553
306,HALF ROAST CHICKEN,https://food.ndtv.com/recipe-half-roast-chicken-952519
307,KASHMIRI HALWA,https://food.ndtv.com/recipe-kashmiri-halwa-952516
308,KAPPA (TAPIOCA),https://food.ndtv.com/recipe-kappa-tapioca-952503
309,BADAM KI PHIRNI,https://food.ndtv.com/recipe-badam-ki-phirni-952498
310,ALMOND AND AMARANTH LADOO,https://food.ndtv.com/recipe-almond-and-amaranth-ladoo-952497
311,MURGH BIRYANI,https://food.ndtv.com/recipe-murgh-biryani-952495
312,PISTACHIO PRALINE PARFAIT,https://food.ndtv.com/recipe-pistachio-praline-parfait-952492
313,ADA PRADHAMAN,https://food.ndtv.com/recipe-ada-pradhaman-952489
314,INJI PULI,https://food.ndtv.com/recipe-inji-puli-952488
315,HALEEM KHOWSUEY,https://food.ndtv.com/recipe-haleem-khowsuey-952474
316,RICELESS CHICKEN BIRYANI,https://food.ndtv.com/recipe-riceless-chicken-biryani-952473
317,RAGI DOSA,https://food.ndtv.com/recipe-ragi-dosa-952436
318,BAJRA-METHI MISSI ROTI,https://food.ndtv.com/recipe-bajra-methi-missi-roti-952435
319,SPICY PANEER WITH BEETROOT & CRANBERRY CHUTNEY,https://food.ndtv.com/recipe-spicy-paneer-with-beetroot-cranberry-chutney-952381
320,BAKED RAW BANANA SAMOSA,https://food.ndtv.com/recipe-baked-raw-banana-samosa-952370
321,LAUKI GOSHT,https://food.ndtv.com/recipe-lauki-gosht-952362
322,ORANGE QUINOA SEVAIYAN,https://food.ndtv.com/recipe-orange-quinoa-sevaiyan-952330
323,SEVAIYA KI BURFI,https://food.ndtv.com/recipe-sevaiya-ki-burfi-952328
324,GULKAND SEVIYAN KHEER,https://food.ndtv.com/recipe-gulkand-seviyan-kheer-952323
325,KARRI MURGH TIKKA,https://food.ndtv.com/recipe-karri-murgh-tikka-952316
326,KACCHE AAM KA MAHI,https://food.ndtv.com/recipe-kacche-aam-ka-mahi-952315
327,DUDH PULI,https://food.ndtv.com/recipe-dudh-puli-952290
328,ATTE KA HALWA,https://food.ndtv.com/recipe-atte-ka-halwa-952282
329,FRESH MANGO AMRAKHAND,https://food.ndtv.com/recipe-fresh-mango-amrakhand-952212
330,BANANA PHIRNI TARTLETS WITH FRESH STRAWBERRIES,https://food.ndtv.com/recipe-banana-phirni-tartlets-with-fresh-strawberries-952180
331,MAKHMAL PANEER KOFTA CURRY,https://food.ndtv.com/recipe-makhmal-paneer-kofta-curry-952178
332,ARBI KAJU KI TIKKI,https://food.ndtv.com/recipe-arbi-kaju-ki-tikki-952175
333,KUTTU AUR SINGHAARE KE AATE KI POORI,https://food.ndtv.com/recipe-kuttu-aur-singhaare-ke-aate-ki-poori-952169
334,SABUDANE KI KHEER,https://food.ndtv.com/recipe-sabudane-ki-kheer-952168
335,SUNCHOKE GALAWAT,https://food.ndtv.com/recipe-sunchoke-galawat-952166
336,WALNUT HALWA,https://food.ndtv.com/recipe-walnut-halwa-952145
337,MAKHANA KHEER,https://food.ndtv.com/recipe-makhana-kheer-952128
338,MAWA GUJIYA,https://food.ndtv.com/recipe-mawa-gujiya-952088
339,KARANJI,https://food.ndtv.com/recipe-karanji-952086
340,BERRY KANJI,https://food.ndtv.com/recipe-berry-kaanji-952084
341,GAITH DAL FRITTERS WITH HIMALAYAN CHUTNEY,https://food.ndtv.com/recipe-gaith-dal-fritters-with-himalayan-chutney-952082
342,KHAAS MALPOI (SUGAR FREE),https://food.ndtv.com/recipe-khaas-malpoi-sugar-free-952080
343,PAAN THANDAI,https://food.ndtv.com/recipe-paan-thandai-952073
344,KANJIOSKA DRINK,https://food.ndtv.com/recipe-kanjioska-drink-952071
345,HOLI SPECIAL MALAI KOFTA,https://food.ndtv.com/recipe-holi-special-malai-kofta-952068
346,THANDAI PHIRNI,https://food.ndtv.com/recipe-thandai-phirni-952064
347,HOLI SPECIAL BHANG PAKODE,https://food.ndtv.com/recipe-holi-special-bhang-pakoda-952060
348,MASALA CHAI,https://food.ndtv.com/recipe-masala-chai-952031
349,RABRI MALPUA,https://food.ndtv.com/recipe-rabri-malpua-951946
350,TIRANGA PULAO,https://food.ndtv.com/recipe-tiranga-pulao-951924
351,TRICOLOR COTTAGE CHEESE SKEWERS,https://food.ndtv.com/recipe-tricolor-cottage-cheese-skewers-951921
352,TIRANGA HALWA,https://food.ndtv.com/recipe-tiranga-halwa-951919
353,CHAWAL KI KHEER,https://food.ndtv.com/recipe-chawal-ki-kheer-951891
354,KESAR PISTA PHIRNI,https://food.ndtv.com/recipe-kesar-pista-phirni-951886
355,PATISHAPTA WITH STRAWBERRY COULIS,https://food.ndtv.com/recipe-patishapta-with-strawberry-coulis-951875
356,LUCHI,https://food.ndtv.com/recipe-luchi-951769
357,HOMEMADE KAJU KI BARFI,https://food.ndtv.com/recipe-homemade-kaju-ki-barfi-951758
358,KUTTU KI POORI,https://food.ndtv.com/recipe-kuttu-ki-poori-951748
359,HOMEMADE GULAB JAMUN,https://food.ndtv.com/recipe-homemade-gulab-jamun-951740
360,DAL PARANTHA,https://food.ndtv.com/recipe-dal-parantha-951728
361,SEMIYA UPMA,https://food.ndtv.com/recipe-semiya-upma-951720
362,CHICKEN SHAMI KEBAB,https://food.ndtv.com/recipe-chicken-shami-kebab-951716
363,ANJEER KI BARFI,https://food.ndtv.com/recipe-anjeer-ki-barfi-951688
364,ROASTED CHICKEN MASALA,https://food.ndtv.com/recipe-roasted-chicken-masala-951676
365,PURAN POLI,https://food.ndtv.com/recipe-puran-poli-951645
366,PANEER MALPUA,https://food.ndtv.com/recipe-paneer-malpua-951638
367,MANGO ICE CREAM,https://food.ndtv.com/recipe-mango-ice-cream-951605
368,KHUS KHUS KA HALWA,https://food.ndtv.com/recipe-khus-khus-ka-halwa-951601
369,INSTANT RAVA DOSA,https://food.ndtv.com/recipe-instant-rava-dosa-951467
370,GAJAR KA HALWA WITH COFFEE GULAB JAMUN,https://food.ndtv.com/recipe-gajar-ka-halwa-with-coffee-gulab-jamun-951447
371,SAMAK DOSA,https://food.ndtv.com/recipe-samak-dosa-951303
372,KUTTU KI PURI,https://food.ndtv.com/recipe-kuttu-ki-puri-951300
373,TAMATER KI LAUNJI,https://food.ndtv.com/recipe-tamater-ki-launji-951294
374,MUTTON BELIRAM,https://food.ndtv.com/recipe-mutton-beliram-951260
375,NUGGEKAI PULIMUNCHI,https://food.ndtv.com/recipe-nuggekai-pulimunchi-951259
376,KHAS KHAS KA HALWA,https://food.ndtv.com/recipe-khas-khas-ka-halwa-951254
377,KACHORI UPSIDE DOWN,https://food.ndtv.com/recipe-kachori-upside-down-951253
378,AANARSA,https://food.ndtv.com/recipe-aanarsa-951252
379,ASSORTED RICE KHEER SUSHI,https://food.ndtv.com/recipe-assorted-rice-kheer-sushi-951251
380,SAFFRON CARDAMOM PANACOTTA,https://food.ndtv.com/recipe-saffron-cardamom-panacotta-951250
381,JALEBI WITH FENNEL YOGURT PUDDING,https://food.ndtv.com/recipe-jalebi-with-fennel-yogurt-pudding-951249
382,SABUDANA PAPAD WITH HYDERABADI DOUBLE MEETHA,https://food.ndtv.com/recipe-sabudana-papad-with-hyderabadi-double-meetha-951248
383,ZAFFRANI RABRI CRME ANGLASISE WITH LAUKI KE LACCHE,https://food.ndtv.com/recipe-zaffrani-rabri-crme-anglasise-with-lauki-ka-lacche-951247
384,JAGGERY JAMUN,https://food.ndtv.com/recipe-jaggery-jamun-951245
385,FALDHARI BADAM KI BARFI (SUGAR FREE),https://food.ndtv.com/recipe-faldhari-badam-ki-burfi-sugar-free-951244
386,EGG MASALA CURRY,https://food.ndtv.com/recipe-egg-masala-curry-951240
387,DRY FRUIT MODAK,https://food.ndtv.com/recipe-dry-fruit-modak-951237
388,DAHI CHICKEN,https://food.ndtv.com/recipe-dahi-chicken-951201
389,DAHI ALOO,https://food.ndtv.com/recipe-dahi-aloo-951200
390,EASY COCONUT RICE,https://food.ndtv.com/recipe-coconut-rice-951171
391,COCONUT LADOO,https://food.ndtv.com/recipe-coconut-ladoo-951170
392,BENGALI STYLE CHANA DAL,https://food.ndtv.com/recipe-bengali-style-chana-dal-951166
393,AMRITSARI CHICKEN MASALA,https://food.ndtv.com/recipe-amritsari-chicken-masala-951152
394,ACHAARI ALOO,https://food.ndtv.com/recipe-achaari-aloo-951150
395,VRATWALE DAHI ALOO,https://food.ndtv.com/recipe-vratwale-dahi-aloo-951127
396,VADA PAV,https://food.ndtv.com/recipe-vada-pav-134
397,SPICY DAHI TADKA,https://food.ndtv.com/recipe-spicy-dahi-tadka-132
398,DAHI AUR BHINDI,https://food.ndtv.com/recipe-dahi-bhindi-131
399,SOYA CHAAP CURRY,https://food.ndtv.com/recipe-soya-chaap-curry-118
400,EASY DAHI BHALLA,https://food.ndtv.com/recipe-dahi-bhalla-113
401,SOOJI HALWA,https://food.ndtv.com/recipe-sooji-halwa-112
402,PAAPDI CHAAT,https://food.ndtv.com/recipe-paapdi-chaat-111
403,HARA BHARA KEBAB,https://food.ndtv.com/recipe-hara-bhara-kebab-94
404,DHABA-STYLE CHICKEN,https://food.ndtv.com/recipe-dhaba-style-chicken-84
405,CURD RICE,https://food.ndtv.com/recipe-curd-rice-77
406,MINT AND TURMERIC CHUTNEY (VILLAGE STYLE),https://food.ndtv.com/recipe-mint-and-turmeric-chutney-village-style-41
407,MASALA CHAAS,https://food.ndtv.com/recipe-masala-chaas-27
408,EASY BREAD POHA,https://food.ndtv.com/recipe-bread-poha-22
409,MAWA KACHORI,https://food.ndtv.com/recipe-mawa-kachori-913475
410,MALAI GHEVAR,https://food.ndtv.com/recipe-malai-ghevar-912475
411,AJWAIN AUR KALONJI KI NIMKI,https://food.ndtv.com/recipe-ajwain-aur-kalonji-ki-nimki-898178
412,ATTE KI PINNI,https://food.ndtv.com/recipe-atte-ki-pinni-898168
413,NACHNI BARFI,https://food.ndtv.com/recipe-nachni-barfi-897418
414,CHICKEN NIMBU DHANIYA SHORBA,https://food.ndtv.com/recipe-chicken-nimbu-dhaniya-shorba-895091
415,DAHI LASOONI CHICKEN,https://food.ndtv.com/recipe-dahi-lasooni-chicken-892854
416,KACHE KELE KI TIKKI,https://food.ndtv.com/recipe-kache-kele-ki-tikki-877162
417,MOONG FLOUR PESARATTU,https://food.ndtv.com/recipe-moong-flour-pesarattu-875929
418,LAUKI GULKAND BARFI,https://food.ndtv.com/recipe-lauki-gulkand-barfi-874841
419,SWEET POTATO RICE,https://food.ndtv.com/recipe-sweet-potato-rice-874272
420,MIXED SPROUTS CORN CHAAT,https://food.ndtv.com/recipe-mixed-sprouts-corn-chaat-873837
421,DAL BAFLA,https://food.ndtv.com/recipe-dal-bafla-872322
422,EGG PARATHA,https://food.ndtv.com/recipe-egg-paratha-855115
423,VERMICELLI UPMA,https://food.ndtv.com/recipe-vermicelli-upma-855092
424,BREAD UPMA,https://food.ndtv.com/recipe-bread-upma-855072
425,CARDAMOM BISCOTTI,https://food.ndtv.com/recipe-cardamom-biscotti-852301
426,ALMOND BISCOTTI,https://food.ndtv.com/recipe-almond-biscotti-852164
427,AAMRAS,https://food.ndtv.com/recipe-aamras-847524
428,MANGO LASSI ICE CREAM,https://food.ndtv.com/recipe-mango-lassi-ice-cream-846731
429,DRY MANGO KUZHAMBU,https://food.ndtv.com/recipe-dry-mango-kuzhambu-843568
430,CHETTINAD KOZHI (CHICKEN) CURRY,https://food.ndtv.com/recipe-chettinad-kozhi-chicken-curry-841524
431,FALSA SHERBET,https://food.ndtv.com/recipe-falsa-sherbet-822103
432,TIL LADOO (LADDU),https://food.ndtv.com/recipe-til-ladoo-laddu-788751
433,AAMCHOORI KARELEY,https://food.ndtv.com/recipe-amchoori-karelay-776223
434,ALOO GOBI,https://food.ndtv.com/recipe-aloo-gobi-776200
435,CUSTARD APPLE KHEER,https://food.ndtv.com/recipe-custard-apple-kheer-763671
436,TURMERIC KULFI,https://food.ndtv.com/recipe-turmeric-kulfi-748879
437,MAWE KA BHUTTA,https://food.ndtv.com/recipe-mawe-ka-bhutta-738596
438,KHUS KHUS ROLL,https://food.ndtv.com/recipe-khus-khus-roll-738307
439,PHIRNI WITH FRESH BERRIES,https://food.ndtv.com/recipe-phirni-with-fresh-berries-738291
440,HALEEM,https://food.ndtv.com/recipe-haleem-738250
441,MATKA MALAI KULFI,https://food.ndtv.com/recipe-malai-kulfi-713312
442,SHEER KORMA,https://food.ndtv.com/recipe-sheer-korma-710580
443,CHICKEN 65,https://food.ndtv.com/recipe-chicken-65-dakshin-710123
444,BADAM KA HALWA,https://food.ndtv.com/recipe-badam-halwa-709621
445,GULAB JAMUN,https://food.ndtv.com/recipe-gulab-jamun-709208
446,DHABE DI ROTI,https://food.ndtv.com/recipe-dhabe-di-roti-708187
447,TAWA MUTTON,https://food.ndtv.com/recipe-tawa-mutton-707328
448,TAWA SABZ PULAO,https://food.ndtv.com/recipe-tawa-sabz-pulao-707268
449,PHIRNI,https://food.ndtv.com/recipe-phirni-701844
450,AMRITSARI KULCHA,https://food.ndtv.com/recipe-amritsari-kulcha-701525
451,FRESH ALPHONSO AND CRANBERRY KULFI,https://food.ndtv.com/recipe-fresh-alphonso-and-cranberry-kulfi-694760
452,ALOO KA HALWA,https://food.ndtv.com/recipe-aloo-ka-halwa-673827
453,KESARIA MISHRI MAVA,https://food.ndtv.com/recipe-kesaria-mishri-mava-659488
454,PALAK PATTA CHAAT,https://food.ndtv.com/recipe-palak-patta-chaat-641335
455,CUSTARD APPLE KALAKAND,https://food.ndtv.com/recipe-custard-apple-kalakand-617963
456,MALAI KOFTA,https://food.ndtv.com/recipe-malai-kofta-617952
457,APPAM: RICE AND COCONUT PANCAKE,https://food.ndtv.com/recipe-appam-rice-and-coconut-pancake-617673
458,COCONUT TIL LADOO (LADDU),https://food.ndtv.com/recipe-coconut-til-ladoo-laddu-609918
459,SPICY CREAMY KADAI CHICKEN,https://food.ndtv.com/recipe-spicy-creamy-kadai-chicken-602589
460,ALOO KA PARANTHA (VRAT),https://food.ndtv.com/recipe-aloo-ka-parantha-vrat-596564
461,PRAWN TIKKA MASALA,https://food.ndtv.com/recipe-prawn-tikka-masala-593437
462,OATS KHEER,https://food.ndtv.com/recipe-oats-kheer-589089
463,APPLE JALEBI WITH GULAB ICE-CREAM,https://food.ndtv.com/recipe-apple-jalebi-with-gulab-ice-cream-585468
464,ZAFRANI KAJU KATLI,https://food.ndtv.com/recipe-zafrani-kaju-katli-577091
465,ANARSE KI GOLI,https://food.ndtv.com/recipe-anarse-ki-goli-fried-sweet-balls-made-of-riceflour-2-567229
466,CHETTINAD MASALA,https://food.ndtv.com/recipe-chettinad-masala-2-567070
467,SHEER KHURMA,https://food.ndtv.com/recipe-sheer-khurma-560738
468,BHUNI RAAN,https://food.ndtv.com/recipe-bhuni-raan-558915
469,KERALA ROAST CHICKEN,https://food.ndtv.com/recipe-kerala-roast-chicken-558889
470,TOMATO CHUTNEY,https://food.ndtv.com/recipe-tomato-chutney-555575
471,KONJU VARUTHARACCHA CURRY (KERALA PRAWN CURRY),https://food.ndtv.com/recipe-konju-varutharaccha-curry-kerala-prawn-curry-554293
472,BEEJ KI BARFI,https://food.ndtv.com/recipe-beej-ki-barfee-2-554243
473,MURUKKU (FRIED LENTIL SNACK),https://food.ndtv.com/recipe-murukku-fried-lentil-snack-550420
474,GHEWAR,https://food.ndtv.com/recipe-ghewar-549086
475,RAVA KHEER,https://food.ndtv.com/recipe-rava-kheer-544282
476,POORI (PURI),https://food.ndtv.com/recipe-poori-puri-540904
477,PUFFED RICE SQUARES,https://food.ndtv.com/recipe-puffed-rice-squares-539717
478,RABRI,https://food.ndtv.com/recipe-rabri-539703
479,ALOO KI KHICHDI,https://food.ndtv.com/recipe-aloo-ki-khichdree-1-495673
480,SHAHI TUKDA,https://food.ndtv.com/recipe-shahi-tukda-493848
481,BADAAM KI BARFI,https://food.ndtv.com/recipe-badaam-ki-barfee-1-492590
482,COCONUT GUJIYA,https://food.ndtv.com/recipe-coconut-gujiya-492207
483,AAM KI CHUTNEY,https://food.ndtv.com/recipe-aam-ki-chutney-mango-chutney-491074
484,SEEKH KEBABS,https://food.ndtv.com/recipe-seekh-kababs-1-489518
485,UTTAPAM,https://food.ndtv.com/recipe-uttapam-1-489019
486,ALOO PARATHA,https://food.ndtv.com/recipe-aloo-paratha-487816
487,STUFFED LAUKI,https://food.ndtv.com/recipe-stuffed-lauki-486432
488,PANEER PAKORAS,https://food.ndtv.com/recipe-paneer-pakoras-483397
489,KHEERE KA RAITA,https://food.ndtv.com/recipe-kheere-ka-raita-467596
490,AUBERGINE AND GREEN CHILI SALAN,https://food.ndtv.com/recipe-aubergine-and-green-chili-salan-467579
491,RAVA FRIED FISH,https://food.ndtv.com/recipe-rava-fried-fish-467524
492,PALKATTI CHETTINADU,https://food.ndtv.com/recipe-palkatti-chettinadu-466577
493,GOAN NEVRI,https://food.ndtv.com/recipe-goan-nevri-466544
494,BASUNDI,https://food.ndtv.com/recipe-basundi-1-466093
495,GUJARATI GHARI,https://food.ndtv.com/recipe-gujarati-ghari-465352
496,STUFFED IDLI,https://food.ndtv.com/recipe-stuffed-idlis-463795
497,PESARATTU (GREEN GRAM DOSA),https://food.ndtv.com/recipe-pesarattu-green-gram-dosa-463419
498,SHIMLA MIRCH AUR ALOO,https://food.ndtv.com/recipe-simla-mirch-aur-aloo-462156
499,KESARI JALEBI,https://food.ndtv.com/recipe-kesari-jalebi-438838
500,MALPUA,https://food.ndtv.com/recipe-malpua-438796
501,APPLE KHEER,https://food.ndtv.com/recipe-apple-kheer-438442
502,PANEER TIKKI,https://food.ndtv.com/recipe-paneer-tikki-418640
503,ERISSERY,https://food.ndtv.com/recipe-erissery-417848
504,PULISSERY,https://food.ndtv.com/recipe-pulissery-417847
505,AVIAL CURRY,https://food.ndtv.com/recipe-avial-curry-417846
506,BHINDI KA SALAN,https://food.ndtv.com/recipe-bhindi-ka-salan-411043
507,CABBAGE STUFFED PARATHA,https://food.ndtv.com/recipe-cabbage-stuffed-paratha-410884
508,CHILLI FISH,https://food.ndtv.com/recipe-chilli-fish-410882
509,RAGI OATS LADOO (LADDU),https://food.ndtv.com/recipe-ragi-oats-ladoo-laddu-406951
510,PORK CURRY,https://food.ndtv.com/recipe-coorg-pandi-curry-pork-curry-396490
511,LAMB KORMA,https://food.ndtv.com/recipe-badami-lamb-korma-392472
512,SHAHI TUKDA WITH PINEAPPLE,https://food.ndtv.com/recipe-shahi-tukda-with-pineapple-387491
513,AAM KA ACHAAR,https://food.ndtv.com/recipe-aam-ka-achaar-1-386944
514,KOLIWADA PRAWNS,https://food.ndtv.com/recipe-koliwada-prawns-385474
515,RAGI COCONUT LADOO (LADDU),https://food.ndtv.com/recipe-ragi-coconut-ladoo-laddu-384381
516,METHI CHICKEN,https://food.ndtv.com/recipe-methi-chicken-376929
517,STUFFED BATI,https://food.ndtv.com/recipe-stuffed-bati-375616
518,BAKED KARANJI (GUJIYA),https://food.ndtv.com/recipe-baked-karanji-374037
519,GREEN CHILLY RAITA,https://food.ndtv.com/recipe-green-chilly-raita-366285
520,TALWA PARATHA,https://food.ndtv.com/recipe-talwa-paratha-366249
521,GHYOOR,https://food.ndtv.com/recipe-ghyoor-351839
522,ANDHRA STYLE CHICKEN CURRY,https://food.ndtv.com/recipe-andhra-style-chicken-curry-351778
523,RAGI MALPUA,https://food.ndtv.com/recipe-ragi-malpua-346945
524,DAHI BHALLA,https://food.ndtv.com/recipe-dahi-bhalla-344280
525,VEGAN GAJAR KA HALWA,https://food.ndtv.com/recipe-vegan-gajar-ka-halwa-340384
526,MUTTON FRY,https://food.ndtv.com/recipe-mutton-fry-340305
527,MUTTON BIRYANI,https://food.ndtv.com/recipe-mutton-biryani-339364
528,LOW CALORIE OATS IDLI,https://food.ndtv.com/recipe-low-calorie-oats-idli-339011
529,KERALA CHICKEN ROAST,https://food.ndtv.com/recipe-kerala-chicken-roast-321121
530,VEGETABLE FRIED RICE,https://food.ndtv.com/recipe-vegetable-fried-rice-319120
531,PATISHAPTA,https://food.ndtv.com/recipe-patishapta-316517
532,MEETHI SEWAI,https://food.ndtv.com/recipe-meethi-sewai-313264
533,CHEESE CHICKEN KEBABS,https://food.ndtv.com/recipe-coriander-cheese-chicken-kebabs-313236
534,KHOYA STUFFED MATAR KI TIKKI,https://food.ndtv.com/recipe-khoya-stuffed-matar-ki-tikki-313212
535,GULABI PHIRNI,https://food.ndtv.com/recipe-gulab-phirni-313199
536,FISH CURRY WITH LOTUS STEM,https://food.ndtv.com/recipe-fish-curry-with-lotus-stems-312727
537,KASHMIRI CHICKEN PULAO,https://food.ndtv.com/recipe-kashmiri-chicken-pulao-310711
538,CHICKEN DUM BIRYANI,https://food.ndtv.com/recipe-chicken-dum-biryani-310708
539,SUJI BESAN ATTA LADOO (LADDU),https://food.ndtv.com/recipe-suji-besan-atta-ladoo-laddu-308261
540,RASMALAI,https://food.ndtv.com/recipe-rasmalai-303573
541,MUSHROOM UTTAPAM,https://food.ndtv.com/recipe-mushroom-utthapam-297944
542,ARISI TENGAAY PAYASAM,https://food.ndtv.com/recipe-arisi-tengaay-payasam-295747
543,AMRITSARI MAGAZ MASALA,https://food.ndtv.com/recipe-amritsari-magaz-masala-294820
544,GURDA KALEJI KEEMA,https://food.ndtv.com/recipe-gurda-kaleji-keema-294767
545,BROWN BASMATI RICE PILAF,https://food.ndtv.com/recipe-brown-basmati-rice-pilaf-294673
546,FRIED MODAK,https://food.ndtv.com/recipe-fried-modak-287979
547,MODAK,https://food.ndtv.com/recipe-modak-287978
548,CHICKEN XACUTI,https://food.ndtv.com/recipe-chicken-xacuti-287147
549,KUTTU KI PURI,https://food.ndtv.com/recipe-kuttu-ki-puri-281512
550,SABUDANA KHICHDI,https://food.ndtv.com/recipe-sabudana-khichdi-280328
551,DUM PANEER KALI MIRCH,https://food.ndtv.com/recipe-dum-paneer-kali-mirch-277008
552,ACHAAR KA PARATHA,https://food.ndtv.com/recipe-achaar-ka-paratha-275015
553,STEAMED DHOKLA,https://food.ndtv.com/recipe-steamed-dhokla-273208
554,PANEER KOFTA,https://food.ndtv.com/recipe-paneer-kofta-265411
555,RASGULLA,https://food.ndtv.com/recipe-rasgulla-262829
556,SHAHI EGG CURRY,https://food.ndtv.com/recipe-shahi-egg-curry-255633
557,PANJIRI,https://food.ndtv.com/recipe-panjiri-253163
558,KERALA FRIED PRAWNS,https://food.ndtv.com/recipe-kerala-fried-prawns-252573
559,LAMB ROGAN JOSH,https://food.ndtv.com/recipe-lamb-rogan-josh-252344
560,CHICKEN TIKKA MASALA,https://food.ndtv.com/recipe-chicken-tikka-masala-249661
561,MUTTA AVIYAL,https://food.ndtv.com/recipe-mutta-aviyal-241158
562,MANGALOREAN PRAWN CURRY,https://food.ndtv.com/recipe-mangalorean-prawn-curry-241149
563,MOONG DAL PAYASAM,https://food.ndtv.com/recipe-moong-dal-payasam-241132
564,ONION SEED PARATHA,https://food.ndtv.com/recipe-onion-seed-paratha-241133
565,MALPUA,https://food.ndtv.com/recipe-maalpua-241129
566,AMRITSARI MURGH MAKHANI,https://food.ndtv.com/recipe-amritsari-murgh-makhani-241118
567,GARLIC PARATHA,https://food.ndtv.com/recipe-garlic-paratha-240332
568,COCONUT RICE,https://food.ndtv.com/recipe-coconut-rice-240324
569,CHICKEN ROGAN JOSH,https://food.ndtv.com/recipe-chicken-rogan-josh-240272
570,LAUKI MUSSALLAM,https://food.ndtv.com/recipe-bottle-gourd-mussallam-240233
571,FISH CURRY,https://food.ndtv.com/recipe-fish-curry-239525
572,DHULI URAD DAL,https://food.ndtv.com/recipe-dhuli-urad-dal-239522
573,CHICKEN DO PYAAZA,https://food.ndtv.com/recipe-chicken-do-pyaaza-239518
574,GOAT BRAIN CUTLETS,https://food.ndtv.com/recipe-goat-brain-cutlets-239509
575,SPICY POTATO,https://food.ndtv.com/recipe-spicy-potato-239500
576,PRAWN COCONUT CURRY,https://food.ndtv.com/recipe-prawn-coconut-curry-239492
577,GUD KA HALWA,https://food.ndtv.com/recipe-gud-ka-halwa-239452
578,MUTTON KATHI ROLL,https://food.ndtv.com/recipe-mutton-kathi-roll-236180
579,PANEER TIKKA,https://food.ndtv.com/recipe-paneer-tikka-233365
580,SHAHI MUSHROOM,https://food.ndtv.com/recipe-shahi-mushroom-233314
581,NARIYAL LADOO (LADDU),https://food.ndtv.com/recipe-nariyal-ladoo-232914
582,NARIYAL BARFI,https://food.ndtv.com/recipe-nariyal-barfi-232912
583,SEWAI,https://food.ndtv.com/recipe-sewai-232870
584,ALMOND MALAI KULFI,https://food.ndtv.com/recipe-almond-malai-kulfi-232857
585,ALMOND AND PISTACHIO SHRIKHAND,https://food.ndtv.com/recipe-shrikhand-1-232816
586,MUTTON KATHI ROLL,https://food.ndtv.com/recipe-mutton-kathi-roll-231405
587,EGG CHAAT,https://food.ndtv.com/recipe-egg-chaat-231377
588,CHICKEN 65,https://food.ndtv.com/recipe-chicken-65-231329
589,CHOLE BHATURE,https://food.ndtv.com/recipe-chole-bhature-231327
590,EGG MASALA,https://food.ndtv.com/recipe-egg-masala-230889
591,GALOUTI KEBAB,https://food.ndtv.com/recipe-galouti-kebab-230061
592,DHANIWAL KORMA (LAMB KORMA),https://food.ndtv.com/recipe-dhaniwal-qorma-229999
593,GHUGNI,https://food.ndtv.com/recipe-ghugni-227986
594,MINI SOYA DOSA,https://food.ndtv.com/recipe-mini-soya-dosa-227607
595,PAV BHAJI,https://food.ndtv.com/recipe-pav-bhaji-227446
596,KERALA VEGETABLE STEW,https://food.ndtv.com/recipe-kerala-vegetable-stew-227434
597,ANGOOR RABDI,https://food.ndtv.com/recipe-angoor-rabri-219765
598,THANDAI ICE CREAM,https://food.ndtv.com/recipe-thandai-ice-cream-219750
599,KHUBANI KA MEETHA,https://food.ndtv.com/recipe-khubani-ka-meetha-219752
600,PUMPKIN AND APPLE HALWA,https://food.ndtv.com/recipe-pumpkin-and-apple-halwa-219748
601,SABUDANA KHEER,https://food.ndtv.com/recipe-sabudana-kheer-219726
602,DATES HALWA,https://food.ndtv.com/recipe-dates-halwa-khajoor-ka-halwa-219713
603,MAWA CAKE,https://food.ndtv.com/recipe-mawa-cake-219707
604,LAGAN NU CUSTARD,https://food.ndtv.com/recipe-lagan-nu-custard-219691
605,SAFFRON SCENTED APPLES,https://food.ndtv.com/recipe-saffron-scented-apples-219676
606,KAJU MYSORE PAAK,https://food.ndtv.com/recipe-kaju-mysore-paak-219666
607,KADHA PRASAD,https://food.ndtv.com/recipe-kadha-prasad-219667
608,PANJIRI,https://food.ndtv.com/recipe-panjiri-219656
609,BALUSHAHI,https://food.ndtv.com/recipe-balushahi-219651
610,BADAAM KHEER,https://food.ndtv.com/recipe-badaam-kheer-219639
611,CHENNA MURKI,https://food.ndtv.com/recipe-chenna-murki-219638
612,KARACHI HALWA,https://food.ndtv.com/recipe-karachi-halwa-219637
613,SONTH AUR METHI KA LADOO (LADDU),https://food.ndtv.com/recipe-sonth-aur-methi-ka-ladoo-laddu-219636
614,CHURMA,https://food.ndtv.com/recipe-churma-219631
615,IMARTI,https://food.ndtv.com/recipe-imarti-219625
616,KAJU ROLL,https://food.ndtv.com/recipe-kaju-roll-219614
617,SOOKHE KALE CHANNE,https://food.ndtv.com/recipe-sookhe-kale-channe-219570
618,GOAN EGG CURRY,https://food.ndtv.com/recipe-goan-egg-curry-219553
619,SHALGAM KI SABZI,https://food.ndtv.com/recipe-shalgam-ki-sabzi-219524
